vessel_imo,country,port,date,inspection_type,number_of_deficiencies,detention
9382798,United States of America,"Houston, Texas",2018-12-21,Standard Examination,0,N
9382798,United States of America,"New York, New York",2012-09-02,Standard Examination,0,N
9382798,Chile,Quintero,2018-12-05,Follow-up inspection,0,N
9382798,Chile,Quintero,2012-02-15,Initial inspection,2,N
9382798,,,2012-02-15,Follow-up inspection,0,
9382798,,,2012-02-15,Re- inspection,2,
9382798,,,2012-02-15,Initial inspection,1,
9382798,,,2012-02-15,,0,N
9383950,Turkey,Aliaga,2023-11-14,More detailed inspection,0,N
9383950,Korea (Republic of),Daesan,2013-02-25,Initial inspection,4,N
9383950,Russia,Novorossiisk,2023-11-01,Expanded inspection,1,N
9383950,,,2012-06-08,,0,N
9383950,Italy,Fiumicino,2023-03-21,Expanded inspection,0,N
9383950,,,2011-11-29,,0,N
9383950,Singapore,Singapore,2023-01-11,Follow-up inspection,0,N
9383950,Netherlands,Rotterdam,2011-05-25,More detailed inspection,3,Y
9383950,Singapore,Singapore,2023-01-10,Initial inspection,9,Y
9383950,,,2010-01-19,,0,N
9383950,Australia,Fremantle,2022-03-21,Initial inspection,0,N
9383950,Netherlands,Rotterdam,2009-12-02,Initial inspection,0,N
9383950,,,2009-12-02,Initial inspection,0,
9383950,Greece,Kalamáta,2021-11-14,Expanded inspection,0,N
9383950,Korea (Republic of),Daesan,2018-12-04,Initial inspection,0,N
9383950,Korea (Republic of),Gwangyang,2017-11-28,Initial inspection,0,N
9383950,Australia,Brisbane,2016-12-03,Initial inspection,0,N
9383950,Australia,Brisbane,2016-12-02,Follow-up inspection,0,N
9383950,Australia,Other North,2016-12-02,Initial inspection,0,N
9383950,Korea (Republic of),Ulsan,2016-11-10,Initial inspection,1,N
9383950,Australia,Sydney,2016-03-07,Initial inspection,0,N
9383950,,,2016-03-07,Initial inspection,0,
9383950,Japan,Osaka,2015-10-14,Initial inspection,0,N
9383950,Korea (Republic of),Daesan,2014-03-17,Initial inspection,0,N
9384095,Russia,Taman,2024-05-17,Initial inspection,0,N
9384095,Greece,Aspropyrgos,2018-08-19,Initial inspection,0,N
9384095,United States of America,"St. Croix, USVI",2008-10-20,Standard Examination,0,N
9384095,Russia,Taman,2024-02-17,Expanded inspection,1,N
9384095,Russia,Novorossiisk,2018-07-26,More detailed inspection,2,N
9384095,Russia,Tuapse,2023-07-13,Initial inspection,1,N
9384095,Russia,Novorossiisk,2018-01-05,More detailed inspection,13,N
9384095,Turkey,Aliaga,2023-03-06,Initial inspection,0,N
9384095,United Kingdom,Gibraltar,2017-07-14,Initial inspection,0,N
9384095,Russia,Tuapse,2022-09-15,More detailed inspection,0,N
9384095,Russia,Taman,2017-02-16,Initial inspection,4,N
9384095,Turkey,Mersin,2022-04-18,Expanded inspection,1,N
9384095,Senegal,Dakar,2016-09-28,Initial inspection,0,N
9384095,Russia,Novorossiisk,2021-12-07,More detailed inspection,3,N
9384095,France,Bordeaux,2016-07-06,Initial inspection,0,N
9384095,Greece,Agioi Theodoroi,2021-11-02,Expanded inspection,0,N
9384095,United States of America,"Wilmington, North Carolina",2015-08-19,Standard Examination,0,N
9384095,Turkey,Kocaeli,2021-09-28,More detailed inspection,3,N
9384095,France,Rouen,2015-01-28,Initial inspection,0,N
9384095,Turkey,Mersin,2021-03-09,More detailed inspection,0,N
9384095,United Kingdom,Immingham,2014-02-27,More detailed inspection,5,N
9384095,Russia,Tuapse,2021-02-16,Initial inspection,0,N
9384095,Canada,Holyrood,2013-04-26,Initial inspection,0,N
9384095,Italy,Sarroch,2020-10-06,Expanded inspection,0,N
9384095,United States of America,"Port Arthur, Texas",2013-04-08,Standard Examination,0,N
9384095,Algeria,Alger,2019-12-05,Initial inspection,0,N
9384095,United States of America,"New York, New York",2012-07-07,Standard Examination,0,N
9384095,Greece,Thessaloniki,2019-09-24,More detailed inspection,0,N
9384095,United States of America,"New Orleans, Louisiana",2011-01-19,Standard Examination,0,N
9384095,Russia,Novorossiisk,2019-07-19,More detailed inspection,4,N
9384095,France,Dunkirk,2010-12-10,Initial inspection,0,N
9384095,Russia,Novorossiisk,2019-01-17,Initial inspection,2,N
9384095,Italy,Gela,2010-02-18,Initial inspection,0,N
9384095,Egypt,El Iskandariya (Alexandria),2018-12-20,Initial inspection,0,N
9384095,Italy,Milazzo,2009-08-26,More detailed inspection,1,N
9384095,Germany,Wilhelmshaven,2009-02-04,Initial inspection,0,N
9384306,Russia,Novorossiisk,2022-05-26,Initial inspection,4,N
9384306,Chile,Quintero,2013-07-24,Initial inspection,0,N
9384306,United Kingdom,Milford haven,2021-11-04,Expanded inspection,0,N
9384306,,,2021-11-04,Initial inspection,0,
9384306,United States of America,"Philadelphia, Pennsylvania",2021-03-25,Standard Examination,0,N
9384306,United States of America,"Lake Charles, Louisiana",2013-05-25,Standard Examination,0,N
9384306,Russia,Novorossiisk,2019-08-01,More detailed inspection,0,N
9384306,United States of America,"Corpus Christi, Texas",2012-04-03,Standard Examination,0,N
9384306,United States of America,"New York, New York",2019-04-02,Standard Examination,3,N
9384306,Russia,Vitino,2012-02-20,Initial inspection,0,N
9384306,Russia,Ust-Luga,2018-07-01,Initial inspection,0,N
9384306,Canada,Kitimat,2010-12-02,Initial inspection,0,N
9384306,United States of America,"New Orleans, Louisiana",2017-10-03,Standard Examination,0,N
9384306,,,2010-12-02,,0,N
9384306,Chile,Mejillones,2017-07-19,Initial inspection,0,N
9384306,United States of America,"New Orleans, Louisiana",2010-05-11,Standard Examination,0,N
9384306,,,2010-05-11,Initial inspection,0,
9384306,Russia,Murmansk,2010-01-28,Initial inspection,0,N
9384306,Russia,Ust-Luga,2016-11-14,More detailed inspection,0,N
9384306,,,2009-08-21,,0,N
9384306,United States of America,"New York, New York",2016-10-21,Standard Examination,0,N
9384306,Canada,Pt Tupper,2009-07-09,Initial inspection,0,N
9384306,Belgium,Antwerp,2016-06-02,Initial inspection,0,N
9384306,United States of America,"New Orleans, Louisiana",2009-06-15,Standard Examination,0,N
9384306,Venezuela,Amuay,2016-03-23,Initial inspection,0,N
9384306,United States of America,"New Orleans, Louisiana",2015-06-09,Standard Examination,0,N
9384306,United States of America,"Lake Charles, Louisiana",2014-05-29,Standard Examination,0,N
9384306,Canada,Montreal,2014-02-18,More detailed inspection,1,N
9384459,Ghana,Takoradi,2022-08-15,Initial inspection,0,N
9384459,Russia,Arkhangelsk,2020-08-01,Expanded inspection,0,N
9384459,Netherlands,Amsterdam,2018-06-29,More detailed inspection,0,N
9384459,Russia,Murmansk,2016-09-05,More detailed inspection,0,N
9384459,Russia,Arkhangelsk,2015-10-26,Initial inspection,0,N
9384459,Russia,Arkhangelsk,2014-11-01,Initial inspection,0,N
9384459,Russia,Arkhangelsk,2012-10-19,Initial inspection,0,N
9384459,Latvia,Riga,2011-12-09,Initial inspection,0,N
9384459,Russia,Arkhangelsk,2011-01-21,More detailed inspection,0,N
9384459,Russia,Arkhangelsk,2010-08-24,Initial inspection,0,N
9385142,Russia,Novorossiisk,2024-07-25,Expanded inspection,0,N
9385142,France,Bordeaux,2012-08-16,Initial inspection,0,N
9385142,Brazil,Santos Sp,2022-11-11,Initial inspection,0,N
9385142,United States of America,"Savannah, Georgia",2012-07-11,Standard Examination,0,N
9385142,Belgium,Antwerp,2022-09-26,Expanded inspection,2,N
9385142,Uruguay,Maldonado,2011-10-20,Initial inspection,0,N
9385142,United States of America,"New Orleans, Louisiana",2022-02-13,Standard Examination,0,N
9385142,United States of America,"New Orleans, Louisiana",2011-07-24,Standard Examination,1,N
9385142,Oman,Port Qaboos,2020-11-04,Initial inspection,2,N
9385142,,,2011-06-19,,0,N
9385142,United States of America,"New York, New York",2019-03-04,Standard Examination,2,N
9385142,,,2010-11-01,,0,N
9385142,France,Fos sur mer,2018-04-16,Initial inspection,0,N
9385142,United States of America,"Houston, Texas",2010-05-18,Standard Examination,0,N
9385142,United States of America,"New York, New York",2017-10-02,Standard Examination,0,N
9385142,Netherlands,Amsterdam,2009-11-05,Initial inspection,1,N
9385142,Netherlands,Rotterdam,2017-02-17,Initial inspection,0,N
9385142,United States of America,"Long Beach, California",2009-05-29,Standard Examination,0,N
9385142,United States of America,"New York, New York",2016-09-21,Standard Examination,3,N
9385142,United States of America,"Miami, Florida",2009-05-27,Standard Examination,0,N
9385142,Brazil,Itaqui Ma,2016-02-26,Initial inspection,0,N
9385142,Trinidad and Tobago,Port of Spain,2016-01-21,Initial inspection,0,N
9385142,United States of America,"Galveston, Texas",2015-07-01,Standard Examination,0,N
9385142,Canada,Come by Chance,2014-12-29,Initial inspection,0,N
9385142,Colombia,Barranquilla,2014-10-31,Initial inspection,0,N
9385142,Brazil,Salvador Ba,2013-09-10,Initial inspection,0,N
9385142,United States of America,"Houston, Texas",2013-08-01,Standard Examination,0,N
9386536,Russia,Vostochny,2024-05-20,Initial inspection,2,N
9386536,Turkey,Botas,2017-12-12,Initial inspection,0,N
9386536,Netherlands,Rotterdam,2009-04-06,Initial inspection,0,N
9386536,Russia,Taman,2023-06-26,Expanded inspection,5,N
9386536,United States of America,"Corpus Christi, Texas",2017-09-13,Standard Examination,0,N
9386536,United States of America,"New York, New York",2023-01-03,Standard Examination,0,N
9386536,Poland,Gdansk,2017-05-16,Initial inspection,0,N
9386536,Poland,Gdansk,2022-05-11,More detailed inspection,3,N
9386536,Russia,Novorossiisk,2017-04-12,Initial inspection,0,N
9386536,Turkey,Aliaga,2022-04-18,More detailed inspection,3,N
9386536,United States of America,"Morgan City, Louisiana",2016-06-08,Standard Examination,1,N
9386536,Russia,Novorossiisk,2021-10-23,Expanded inspection,5,N
9386536,France,Fos sur mer,2016-04-25,Initial inspection,0,N
9386536,Turkey,Botas,2021-10-04,More detailed inspection,1,N
9386536,Bulgaria,Burgas,2015-05-06,Initial inspection,0,N
9386536,Italy,Trieste,2021-09-27,Expanded inspection,11,N
9386536,Bulgaria,Burgas,2014-05-31,More detailed inspection,0,N
9386536,Colombia,Cartagena,2021-08-02,Initial inspection,0,N
9386536,Russia,Vostochny,2014-02-06,Initial inspection,0,N
9386536,United States of America,"New Orleans, Louisiana",2021-03-08,Standard Examination,0,N
9386536,United States of America,"Houston, Texas",2013-01-18,Standard Examination,0,N
9386536,United States of America,"Philadelphia, Pennsylvania",2019-12-02,Standard Examination,0,N
9386536,France,Donges,2012-07-06,More detailed inspection,2,N
9386536,France,Nantes,2019-10-07,More detailed inspection,0,N
9386536,Italy,Augusta,2011-10-21,More detailed inspection,0,N
9386536,United States of America,"New Orleans, Louisiana",2019-02-11,Standard Examination,0,N
9386536,United States of America,"Mobile, Alabama",2011-06-02,Standard Examination,0,N
9386536,Romania,Constanta,2018-08-06,More detailed inspection,6,N
9386536,Spain,Las palmas,2010-10-09,More detailed inspection,1,N
9386536,,,2010-10-09,More detailed inspection,6,
9386536,Italy,Augusta,2010-04-26,More detailed inspection,1,N
9386536,Russia,Novorossiisk,2018-02-18,Initial inspection,0,N
9386536,United States of America,"New York, New York",2010-03-24,Standard Examination,0,N
9386536,United Kingdom,Hound Point,2009-11-16,More detailed inspection,4,N
9387255,India,Manglore,2024-08-13,Initial inspection,3,N
9387255,Colombia,Coveñas,2018-05-01,Initial inspection,0,N
9387255,Italy,Trieste,2009-09-01,More detailed inspection,1,N
9387255,United Kingdom,Greenock,2023-10-03,Expanded inspection,1,N
9387255,United States of America,"Houston, Texas",2018-03-09,Standard Examination,1,N
9387255,United States of America,"New Orleans, Louisiana",2009-03-30,Standard Examination,0,N
9387255,United States of America,"Houston, Texas",2023-03-21,Standard Examination,0,N
9387255,United States of America,"Philadelphia, Pennsylvania",2017-03-23,Standard Examination,0,N
9387255,Turkey,Aliaga,2022-11-01,Initial inspection,0,N
9387255,Canada,Come by Chance,2016-10-28,Initial inspection,0,N
9387255,Canada,Whiffen Head,2022-09-17,More detailed inspection,1,N
9387255,Norway,Stura,2016-10-10,Initial inspection,0,N
9387255,Spain,Bilbao,2022-05-01,Expanded inspection,0,N
9387255,Colombia,Coveñas,2016-07-10,Initial inspection,0,N
9387255,United States of America,"Galveston, Texas",2022-04-04,Standard Examination,3,N
9387255,United States of America,"Philadelphia, Pennsylvania",2016-04-23,Standard Examination,0,N
9387255,Colombia,Coveñas,2021-06-17,Initial inspection,0,N
9387255,United States of America,"Philadelphia, Pennsylvania",2015-04-02,Standard Examination,0,N
9387255,United States of America,"New Orleans, Louisiana",2021-03-29,Standard Examination,0,N
9387255,Colombia,Cartagena,2014-08-15,Initial inspection,0,N
9387255,Russia,Murmansk,2021-02-26,More detailed inspection,0,N
9387255,Canada,Saint John,2014-07-07,Initial inspection,0,N
9387255,Russia,Novorossiisk,2020-11-24,More detailed inspection,1,N
9387255,United States of America,"Philadelphia, Pennsylvania",2014-03-26,Standard Examination,0,N
9387255,Italy,Trieste,2020-10-06,Expanded inspection,12,Y
9387255,Venezuela,Puerto La Cruz,2012-07-25,Initial inspection,0,N
9387255,United States of America,"Port Arthur, Texas",2020-03-09,Standard Examination,0,N
9387255,Germany,Wilhelmshaven,2012-06-06,More detailed inspection,0,N
9387255,United Kingdom,Tranmere,2019-06-20,Initial inspection,1,N
9387255,United States of America,"Houston, Texas",2012-03-15,Standard Examination,0,N
9387255,United States of America,"Port Arthur, Texas",2019-03-19,Standard Examination,0,N
9387255,United States of America,Galveston,2011-03-29,Standard Examination,0,N
9387255,Canada,Whiffen Head,2018-06-02,Initial inspection,0,N
9387255,Estonia,Muuga,2010-11-09,Initial inspection,0,N
9387255,United States of America,"New Orleans, Louisiana",2010-03-29,Standard Examination,0,N
9387279,Greece,Thessaloniki,2024-04-26,Expanded inspection,0,N
9387279,,,2024-04-26,Initial inspection,0,
9387279,United States of America,"Galveston, Texas",2016-12-05,Standard Examination,1,N
9387279,Canada,Montreal,2009-08-28,Initial inspection,0,N
9387279,Russia,Taman,2023-06-22,Expanded inspection,7,N
9387279,Portugal,Sines,2020-07-30,Expanded inspection,0,N
9387279,Canada,Dartmouth,2016-03-14,More detailed inspection,0,N
9387279,United States of America,"Wilmington, North Carolina",2008-11-10,Standard Examination,1,N
9387279,Russia,Novorossiisk,2022-12-09,Expanded inspection,4,N
9387279,United States of America,"New Orleans, Louisiana",2020-05-20,Standard Examination,0,N
9387279,United States of America,"New Orleans, Louisiana",2015-12-02,Standard Examination,0,N
9387279,Portugal,Sines,2008-10-16,Initial inspection,0,N
9387279,Peru,Talara,2022-08-14,Initial inspection,0,N
9387279,Australia,Melbourne,2020-02-27,Initial inspection,0,N
9387279,Colombia,Cartagena,2015-10-27,Initial inspection,0,N
9387279,,,2015-10-27,Initial inspection,0,
9387279,,,2015-10-27,Initial inspection,0,
9387279,United States of America,"Galveston, Texas",2015-10-09,Standard Examination,2,N
9387279,United States of America,"Port Arthur, Texas",2022-05-21,Standard Examination,2,N
9387279,United States of America,"Port Arthur, Texas",2019-10-16,Standard Examination,0,N
9387279,United States of America,"Corpus Christi, Texas",2014-09-25,Standard Examination,0,N
9387279,Chile,Quintero,2021-11-16,Follow-up inspection,0,N
9387279,Chile,Quintero,2019-08-06,Follow-up inspection,0,N
9387279,Colombia,Cartagena,2014-09-02,Initial inspection,0,N
9387279,,,2014-09-02,Follow-up inspection,0,
9387279,,,2014-09-02,Follow-up inspection,0,
9387279,Belgium,Antwerp,2014-02-24,More detailed inspection,0,N
9387279,Chile,Quintero,2021-11-04,Initial inspection,3,N
9387279,,,2021-11-04,Initial inspection,1,
9387279,United States of America,"Corpus Christi, Texas",2013-09-25,Standard Examination,0,N
9387279,Chile,Mejillones,2021-07-27,Follow-up inspection,0,N
9387279,,,2021-07-27,Initial inspection,0,
9387279,Chile,Mejillones,2013-09-05,Initial inspection,1,N
9387279,Chile,Mejillones,2021-07-22,Follow-up inspection,0,N
9387279,United States of America,"New Orleans, Louisiana",2018-10-18,Standard Examination,0,N
9387279,,,2018-10-18,Initial inspection,1,
9387279,,,2018-10-18,Follow-up inspection,0,
9387279,Canada,Quebec city,2018-08-23,Initial inspection,0,N
9387279,United States of America,"Galveston, Texas",2012-10-10,Standard Examination,0,N
9387279,,,2012-10-10,Initial inspection,3,
9387279,Chile,San Vicente,2018-03-16,Initial inspection,0,N
9387279,Colombia,Cartagena,2012-07-18,Initial inspection,0,N
9387279,,,2012-07-18,Initial inspection,0,
9387279,,,2012-07-18,Initial inspection,0,
9387279,Netherlands,Amsterdam,2011-10-26,Initial inspection,1,N
9387279,Chile,Mejillones,2021-02-02,Initial inspection,0,N
9387279,United States of America,"Mobile, Alabama",2017-10-26,Standard Examination,0,N
9387279,United States of America,"Corpus Christi, Texas",2011-10-06,Standard Examination,0,N
9387279,,,2011-10-06,Initial inspection,0,
9387279,France,Brest,2017-07-11,Initial inspection,0,N
9387279,,,2011-05-22,,0,N
9387279,Chile,Ventanas,2020-09-22,Follow-up inspection,0,N
9387279,Chile,Iquique,2017-04-26,Initial inspection,0,N
9387279,Australia,Gladstone,2011-04-18,Initial inspection,2,N
9387279,,,2011-04-18,Follow-up inspection,0,
9387279,,,2011-04-18,Initial inspection,0,
9387279,,,2011-04-18,,0,N
9387279,,,2011-04-18,Initial inspection,3,
9387279,Chile,Iquique,2017-01-09,Initial inspection,0,N
9387279,,,2017-01-09,Initial inspection,0,
9388730,Russia,Tuapse,2024-05-27,Expanded inspection,21,N
9388730,Poland,Gdansk,2023-08-21,Expanded inspection,4,N
9388730,United States of America,"New York, New York",2022-10-28,Expanded Examination,0,N
9388730,Russia,Vostochny,2022-05-12,Follow-up inspection,0,N
9388730,Russia,Vostochny,2022-04-28,Follow-up inspection,0,N
9388730,,,2022-04-28,Initial inspection,2,
9388730,Russia,Vanimo,2021-07-14,Initial inspection,1,N
9388730,United States of America,"Honolulu, Hawaii",2021-06-08,Standard Examination,0,N
9388730,Sudan,Marsa Bashayer,2019-12-08,Initial inspection,0,N
9388730,China Peoples's Republic,Tianjin,2018-02-27,Follow-up inspection,0,N
9388730,,,2018-02-27,Initial inspection,2,
9388730,Indonesia,Gresik,2017-02-09,Initial inspection,0,N
9388730,Jordan,Aqaba,2015-06-01,Initial inspection,0,N
9388730,Korea (Republic of),Ulsan,2013-04-04,Initial inspection,0,N
9388730,United States of America,"New York, New York",2012-02-18,Standard Examination,0,N
9388730,Netherlands,Rotterdam,2010-12-14,Initial inspection,0,N
9388730,,,2009-11-20,,0,N
9388730,Netherlands,Rotterdam,2008-08-21,More detailed inspection,1,N
9388742,Germany,Hamburg,2022-12-16,Expanded inspection,11,N
9388742,China Peoples's Republic,Huizhou,2022-10-14,Initial inspection,1,N
9388742,Jordan,Aqaba,2022-02-27,Initial inspection,0,N
9388742,France,Fos sur mer,2021-09-07,Expanded inspection,14,Y
9388742,Indonesia,Gresik,2020-12-24,Initial inspection,0,N
9388742,Russia,Novorossiisk,2019-07-24,More detailed inspection,0,N
9388742,Kenya,Mombasa,2019-04-04,Initial inspection,3,N
9388742,Korea (Republic of),Gwangyang,2017-01-16,Initial inspection,0,N
9388742,Australia,Geelong,2014-08-15,Initial inspection,8,N
9388742,,,2014-08-15,Initial inspection,8,
9388742,Korea (Republic of),Ulsan,2013-06-07,Initial inspection,0,N
9388742,Indonesia,Tanjung Balal Karimun,2013-02-06,Initial inspection,0,N
9388742,Russia,Murmansk,2010-12-25,Initial inspection,0,N
9388742,,,2010-08-20,,0,N
9388742,France,Le havre,2009-09-25,More detailed inspection,1,N
9388742,France,Le havre,2009-03-19,Initial inspection,1,N
9388754,Portugal,Sines,2023-05-30,Expanded inspection,2,N
9388754,Russia,Vostochny,2023-03-14,Initial inspection,1,N
9388754,Estonia,Sillamäe,2022-05-30,Expanded inspection,4,N
9388754,Russia,Vostochny,2019-09-12,Follow-up inspection,0,N
9388754,,,2019-09-12,Initial inspection,2,
9388754,Korea (Republic of),Ulsan,2018-10-22,Initial inspection,2,N
9388754,China Peoples's Republic,Huizhou,2016-07-08,Initial inspection,0,N
9388754,China Peoples's Republic,Zhanjiang,2015-07-02,Initial inspection,0,N
9388754,Russia,Vostochny,2015-01-16,Follow-up inspection,6,N
9388754,,,2015-01-16,Initial inspection,1,
9388754,Indonesia,Tanjung Balal Karimun,2014-01-24,Initial inspection,0,N
9388754,China Peoples's Republic,Qingdao,2013-03-30,Initial inspection,6,N
9388754,Indonesia,Dumai,2012-12-14,Initial inspection,0,N
9388754,,,2011-04-24,,0,N
9388754,,,2010-09-13,,0,N
9388754,,,2010-05-28,,0,N
9388754,Australia,Melbourne,2009-09-07,Initial inspection,0,N
9388766,Russia,Novorossiisk,2023-06-22,Expanded inspection,2,N
9388766,,,2010-07-01,,0,N
9388766,Netherlands,Amsterdam,2022-06-18,Expanded inspection,3,N
9388766,United Kingdom,Shellhaven,2009-12-07,Initial inspection,0,N
9388766,Japan,Mizushima,2021-12-15,Initial inspection,0,N
9388766,Netherlands,Rotterdam,2009-04-14,Initial inspection,4,N
9388766,Kenya,Mombasa,2021-10-14,Initial inspection,0,N
9388766,Russia,Novorossiisk,2020-01-09,More detailed inspection,1,N
9388766,France,Fos sur mer,2019-12-15,Initial inspection,2,N
9388766,Kenya,Mombasa,2019-09-11,Initial inspection,0,N
9388766,Japan,Sendaishiogama,2017-11-20,Initial inspection,3,N
9388766,Korea (Republic of),Gwangyang,2016-11-24,Initial inspection,0,N
9388766,Russia,Vostochny,2016-06-22,Follow-up inspection,0,N
9388766,,,2016-06-22,Initial inspection,0,
9388766,Russia,Vostochny,2016-01-13,Follow-up inspection,0,N
9388766,,,2016-01-13,Initial inspection,2,
9388766,Korea (Republic of),Ulsan,2015-05-11,Initial inspection,2,N
9388766,Belgium,Antwerp,2014-10-21,Initial inspection,3,N
9388766,Russia,Nakhodka,2014-03-10,Initial inspection,7,N
9388766,France,Le havre,2012-05-29,Initial inspection,0,N
9388766,United States of America,"New Orleans, Louisiana",2011-02-03,Standard Examination,0,N
9388780,Algeria,Arzew,2023-06-20,Initial inspection,0,N
9388780,France,La rochelle,2022-07-29,Expanded inspection,3,N
9388780,France,Le havre,2021-06-19,Expanded inspection,0,N
9388780,Korea (Republic of),Ulsan,2019-08-13,Initial inspection,0,N
9388780,Japan,Tokuyama,2013-03-13,Initial inspection,0,N
9388780,Netherlands,Rotterdam,2012-11-08,Initial inspection,0,N
9388780,,,2010-09-10,,0,N
9388792,Russia,Taman,2022-05-04,Initial inspection,0,N
9388792,Romania,Constanta,2022-04-19,Expanded inspection,2,N
9388792,,,2022-04-19,Expanded inspection,2,
9388792,Russia,Novorossiisk,2022-04-13,Expanded inspection,2,N
9388792,China Peoples's Republic,Zhoushan,2019-09-19,Follow-up inspection,0,N
9388792,,,2019-09-19,Initial inspection,1,
9388792,Russia,Taman,2019-07-09,Initial inspection,2,N
9388792,Italy,Fiumicino,2019-06-19,Initial inspection,0,N
9388792,China Peoples's Republic,Qingdao,2019-03-26,Initial inspection,12,N
9388792,Indonesia,Banten,2016-09-20,Initial inspection,0,N
9388792,Kenya,Mombasa,2016-06-28,Initial inspection,0,N
9388792,Italy,Napoli,2015-11-25,Initial inspection,2,N
9388792,,,2012-04-25,,0,N
9388792,United Kingdom,Fawley,2011-08-12,Initial inspection,0,N
9388792,,,2011-06-22,,0,N
9388792,,,2011-06-09,,0,N
9388792,,,2010-08-04,,0,N
9388792,India,Sikka,2009-11-25,Initial inspection,2,N
9388792,Netherlands,Rotterdam,2009-02-16,Initial inspection,0,N
9389679,Malaysia,Tanjung Pelepas,2023-08-01,Initial inspection,1,N
9389679,United States of America,"Philadelphia, Pennsylvania",2015-03-06,Standard Examination,0,N
9389679,Russia,Tuapse,2023-06-21,Initial inspection,2,N
9389679,Canada,Saint John,2015-02-10,Initial inspection,0,N
9389679,Bulgaria,Burgas,2022-06-25,Expanded inspection,0,N
9389679,Netherlands,St Eustatius,2014-10-27,More detailed inspection,5,N
9389679,,,2014-10-27,Expanded inspection,0,
9389679,United States of America,"New York, New York",2014-05-19,Standard Examination,0,N
9389679,Russia,Novorossiisk,2022-06-14,Expanded inspection,0,N
9389679,Netherlands,Rotterdam,2014-03-18,More detailed inspection,3,N
9389679,Bulgaria,Burgas,2018-11-20,Initial inspection,0,N
9389679,Sweden,Nynäshamn,2013-05-29,Initial inspection,0,N
9389679,,,2013-05-29,Initial inspection,0,
9389679,Russia,Ust-Luga,2012-05-30,Initial inspection,0,N
9389679,Russia,Novorossiisk,2018-07-16,Initial inspection,2,N
9389679,United States of America,"Portland, Maine",2012-01-18,Standard Examination,0,N
9389679,United States of America,"Mobile, Alabama",2018-03-07,Standard Examination,0,N
9389679,United States of America,"Houston, Texas",2011-01-01,Standard Examination,2,N
9389679,United States of America,"Philadelphia, Pennsylvania",2018-01-22,Standard Examination,1,N
9389679,Estonia,Muuga,2010-11-02,Initial inspection,0,N
9389679,Netherlands,St Eustatius,2017-12-13,More detailed inspection,3,N
9389679,Canada,Whiffen Head,2010-04-07,Initial inspection,0,N
9389679,United Kingdom,Tranmere,2017-11-11,Initial inspection,0,N
9389679,United States of America,"Mobile, Alabama",2009-12-31,Standard Examination,0,N
9389679,United States of America,"Galveston, Texas",2017-03-14,Standard Examination,0,N
9389679,Sweden,Nynäshamn,2009-09-25,Initial inspection,5,N
9389679,Colombia,Cartagena,2016-10-31,Initial inspection,0,N
9389679,United States of America,"Philadelphia, Pennsylvania",2009-08-25,Standard Examination,1,N
9389679,Netherlands,Rotterdam,2016-09-10,Initial inspection,1,N
9389679,United States of America,"Philadelphia, Pennsylvania",2009-08-23,Standard Examination,0,N
9389679,United States of America,"Philadelphia, Pennsylvania",2016-05-19,Standard Examination,0,N
9389679,Estonia,Muuga,2008-11-10,Initial inspection,0,N
9389679,Colombia,Cartagena,2015-11-24,Initial inspection,0,N
9389679,Netherlands,St Eustatius,2015-08-05,Initial inspection,4,N
9390587,Portugal,Sines,2023-01-17,Expanded inspection,0,N
9390587,United States of America,"Morgan City, Louisiana",2012-07-31,Standard Examination,0,N
9390587,Colombia,Cartagena,2022-01-17,Initial inspection,0,N
9390587,United Kingdom,Milford haven,2012-06-23,More detailed inspection,6,N
9390587,United States of America,"New Orleans, Louisiana",2021-12-29,Standard Examination,0,N
9390587,United States of America,"Lake Charles, Louisiana",2011-08-23,Standard Examination,1,N
9390587,France,Dunkirk,2020-12-31,Expanded inspection,0,N
9390587,Spain,Tarragona,2011-06-03,More detailed inspection,1,N
9390587,United States of America,"New Orleans, Louisiana",2020-08-11,Standard Examination,0,N
9390587,Canada,Come by Chance,2010-07-28,Initial inspection,0,N
9390587,Russia,Novorossiisk,2019-09-16,More detailed inspection,0,N
9390587,United States of America,"Portland, Maine",2010-06-28,Standard Examination,0,N
9390587,Italy,Venezia,2019-07-30,More detailed inspection,2,N
9390587,United Kingdom,Torbay,2009-09-23,Initial inspection,1,N
9390587,Jordan,Aqaba,2019-07-01,Initial inspection,0,N
9390587,France,Le havre,2018-04-22,Initial inspection,0,N
9390587,Vietnam,Nha Trang,2018-01-24,Initial inspection,0,N
9390587,Kenya,Mombasa,2016-09-05,Initial inspection,0,N
9390587,Korea (Republic of),Gwangyang,2016-05-19,Initial inspection,0,N
9390587,Indonesia,Banten,2014-12-10,Initial inspection,0,N
9390587,Brazil,Sao Sebastiao Sp,2014-05-21,Initial inspection,0,N
9390587,Greece,Kalamáta,2013-10-29,More detailed inspection,0,N
9390587,Brazil,Sao Sebastiao Sp,2013-09-24,Initial inspection,0,N
9390587,Netherlands,Rotterdam,2012-10-29,More detailed inspection,1,N
9392822,China Peoples's Republic,Dongying Pt,2024-07-25,Initial inspection,1,N
9392822,,,2024-07-25,Initial inspection,1,
9392822,Australia,Kwinana,2009-06-11,Initial inspection,0,N
9392822,China Peoples's Republic,Dongjiakou,2024-05-16,Initial inspection,0,N
9392822,Russia,Vostochny,2019-04-04,Follow-up inspection,0,N
