imo,vessel_name,tanker_size,buildyear,crude_total,months_uninsured,products_total,start_date,end_date,earliest_sanction_date,ownership_changes_after_2022,ownership_jurisdictions_after_2022,shipmanager_changes_after_2022,shipmanager_jurisdictions_after_2022,ism_manager_changes_after_2022,ism_manager_jurisdictions_after_2022,detentions,detentions_after_2022,deficiencies,deficiencies_after_2022,names_after_2022,name_changes_after_2022,flags_after_2022,flag_changes_after_2022,ais_gaps,ais_gap_total_hours,ais_gaps_after_2022,ais_gap_total_hours_after_2022,RUS_port_visits_after_2022,RUS_port_visits_before_2022,TUR_port_visits_after_2022,TUR_port_visits_before_2022,IND_port_visits_after_2022,IND_port_visits_before_2022,loitering_events_before_2022,loitering_events_after_2022,sts_events
9282041,Abhra,Aframax,2004,0.62,1,0.0,2024-06-01,2024-06-30,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",5,"Singapore, China, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"Singapore, Unknown, China, Singapore, China",0,0,37,2,"Pintus, Monvos, ABHRA",3,Panama,1,0,0,0,0,7,16,5,0,13,0,90,86,8
9282479,Minerva M,Aframax,2005,0.73,1,0.0,2024-06-01,2024-06-30,,2,"United Kingdom, China",2,"United Kingdom, China",2,"Greece, China",0,0,48,5,MINERVA M,1,Panama,1,2,159,1,138,21,3,9,1,13,0,49,52,6
9282481,Priapus,Aframax,2005,,1,0.7,2024-05-01,2024-05-31,,3,"United Kingdom, Marshall Islands, United Arab Emirates",3,"United Kingdom, United Arab Emirates, United Arab Emirates",2,"Greece, United Arab Emirates",2,1,39,2,"Priapus, TAGOR",2,Panama,1,0,0,0,0,12,4,0,3,3,1,69,41,1
9282493,Vaigai,Aframax,2005,1.46,2,0.0,2024-01-01,2024-04-30,,3,"United Kingdom, Marshall Islands, United Arab Emirates",4,"United Kingdom, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"Greece, Unknown, China, United Arab Emirates",0,0,31,2,"Vaigai, FIORA",2,Panama,1,1,15,0,0,28,21,0,3,11,5,26,20,6
9282522,Baxter,Seawaymax,2004,,2,0.6,2023-12-01,2024-03-31,,2,"United Arab Emirates, Marshall Islands",3,"India, United Arab Emirates, Marshall Islands",1,China,1,0,32,2,KUSH,1,"Not Known, Comoros",2,4,121,0,0,3,0,8,0,4,13,44,76,18
9282986,Atlanticos,Seawaymax,2004,,16,4.500000000000001,2023-02-01,2024-06-30,,2,"Marshall Islands, Kyrgyzstan",2,"Greece, Kyrgyzstan",5,"Greece, Unknown, Russia, Unknown, Russia",0,0,48,10,,0,"Sierra leone, Russia",2,0,0,0,0,71,56,0,3,0,0,48,71,0
9283241,Eurodignity,Suezmax,2004,2.12,2,1.3,2023-03-01,2024-04-30,,2,"Greece, Russia",2,"Greece, Russia",4,"Greece, Cyprus, Unknown, Russia",0,0,13,3,"Dignity I, DIGNITY",2,Russia,1,2,1178,0,0,9,3,5,4,16,2,32,76,6
9283289,Thya,Aframax,2005,2.19,3,1.9999999999999998,2023-03-01,2024-03-31,,2,"Singapore, China",2,"Denmark, China",2,"China, China",0,0,29,2,THYA,1,,0,3,247,1,23,25,0,2,0,7,2,71,105,14
9283291,Tiburon,Aframax,2005,2.62,3,0.0,2024-02-01,2024-06-30,,3,"Marshall Islands, India, Moldova",3,"Marshall Islands, Singapore, Moldova",3,"Singapore, Singapore, Moldova",0,0,28,2,"Ruby Phoenix, TIBURON",2,"Liberia, Palau (Republic of), Cook islands",3,0,0,0,0,10,0,11,0,9,1,11,57,2
9284116,Shah Ismayil Khatai,Seawaymax,2005,1.44,11,0.0,2023-01-01,2024-05-31,,1,Azerbaijan,1,Azerbaijan,1,Azerbaijan,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284130,Babek,Seawaymax,2004,0.8200000000000001,7,0.0,2023-10-01,2024-06-30,,1,Azerbaijan,1,Azerbaijan,1,Azerbaijan,0,0,1,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9284582,Panda,Aframax,2004,0.7,1,2.0,2023-08-01,2024-03-31,,1,Vietnam,1,Vietnam,2,"Unknown, Vietnam",0,0,10,1,,0,,0,2,266,2,266,24,0,0,0,6,0,21,25,6
9284594,Leopard,Aframax,2004,,6,3.0,2023-01-01,2024-04-30,,1,Vietnam,1,Vietnam,1,Unknown,0,0,6,0,,0,,0,0,0,0,0,15,0,3,0,4,0,32,18,11
9284726,Bonifacy,Seawaymax,2004,,3,0.8999999999999999,2024-01-01,2024-06-30,,2,"China, Seychelles",2,"China, Seychelles",2,"China, Moldova",2,0,47,2,BONIFACY,1,Palau (Republic of),1,3,305,0,0,14,2,5,0,0,10,25,144,36
9285835,Sea Fidelity,Aframax,2005,4.96,6,0.0,2023-07-01,2024-06-30,,2,"Marshall Islands, Nigeria",4,"Greece, Greece, United Arab Emirates, Nigeria",4,"China, Germany, United Arab Emirates, Nigeria",0,0,36,4,SEA FIDELITY,1,Cook islands,1,4,91,1,37,16,2,14,5,8,0,108,64,4
9285847,Sirius 1,Aframax,2005,2.31,2,0.4,2024-02-01,2024-06-30,,2,"Marshall Islands, China",4,"Greece, Greece, China, China",3,"China, Germany, China",0,0,39,9,SIRIUS 1,1,Panama,1,2,58,0,0,12,1,9,8,0,0,128,140,2
9285859,Eastern Pearl,Aframax,2006,5.17,7,0.0,2023-07-01,2024-05-31,,2,"Marshall Islands, United Arab Emirates",4,"Greece, Greece, China, United Arab Emirates",2,"China, United Arab Emirates",0,0,25,1,EASTERN PEARL,1,"Cook islands, Honduras",2,4,99,0,0,12,2,11,6,4,0,194,146,6
9286023,Beks Wind,Panamax,2004,,6,2.9000000000000004,2023-03-01,2024-03-31,,2,"Turkey, Turkey",3,"Turkey, Turkey, Turkey",3,"Turkey, Turkey, Turkey",0,0,39,3,"Beks Wind, NEXT",2,"Marshall Islands, Guinea-Bissau",2,0,0,0,0,9,2,22,0,3,0,68,84,4
9288356,Beks Lily,Panamax,2005,,2,1.0,2023-07-01,2024-01-31,,1,Turkey,4,"Greece, Singapore, Turkey, Turkey",4,"Greece, Singapore, Unknown, Turkey",1,0,39,1,"Beks Lily, ROCK",2,"Marshall Islands, Barbados",2,3,57,0,0,8,1,0,0,0,2,69,64,16
9288693,Andaman Skies,Aframax,2004,6.16,9,0.6,2023-02-01,2024-06-30,,2,"Greece, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",1,0,36,4,ANDAMAN SKIES,1,"Cook islands, Honduras",2,0,0,0,0,30,48,23,2,7,0,94,13,2
9288708,Stratos Aurora,Aframax,2005,4.25,6,0.0,2023-08-01,2024-05-31,,3,"Greece, Liberia, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",1,0,25,3,STRATOS AURORA,1,"Liberia, Cook islands, Honduras",3,4,764,2,531,31,43,9,5,7,0,8,14,10
9288710,Kudos Stars,Aframax,2005,2.92,4,0.0,2023-11-01,2024-06-30,,2,"Liberia, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",4,"Greece, Unknown, United Arab Emirates, United Arab Emirates",0,0,23,0,KUDOS STARS,1,Cook islands,1,5,962,3,801,35,24,10,5,9,1,130,14,4
9288722,Azure Celeste,Aframax,2005,4.17,6,0.0,2023-09-01,2024-04-30,,2,"Liberia, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",0,0,25,2,AZURE CELESTE,1,Cook islands,1,3,112,3,112,30,44,7,1,10,0,45,16,1
9288734,Arabesca,Aframax,2005,1.44,2,0.0,2024-04-01,2024-06-30,,2,"Marshall Islands, Seychelles",2,"Greece, Seychelles",2,"Greece, Azerbaijan",0,0,32,4,ARABESCA,1,Cook islands,1,6,209,3,128,20,8,9,7,6,1,107,108,22
9288746,Marathon,Aframax,2005,3.5999999999999996,5,1.2999999999999998,2023-05-01,2024-06-30,,2,"Marshall Islands, Mauritius",3,"Greece, India, Mauritius",6,"India, Unknown, India, India, Unknown, India",0,0,33,2,MARATHON,1,"St.Kitts and Nevis, Gabon",2,4,1914,1,1856,27,8,3,5,13,3,68,43,5
9288851,Carl,Aframax,2004,6.8100000000000005,8,0.0,2023-02-01,2024-06-30,,2,"United Kingdom, Marshall Islands",2,"United Kingdom, Marshall Islands",3,"Greece, India, India",1,0,61,14,CARL,1,"Liberia, Gabon",2,2,60,1,23,24,10,2,5,5,4,59,150,5
9288930,Pacificos,Seawaymax,2004,,16,3.8000000000000003,2023-02-01,2024-06-30,,2,"Marshall Islands, Kyrgyzstan",2,"Greece, Kyrgyzstan",7,"Greece, Unknown, Russia, Unknown, Russia, Unknown, Russia",0,0,44,4,,0,"Sierra leone, Russia",2,0,0,0,0,68,57,0,29,0,0,32,42,0
9288980,SanktPetersburg,Handysize,2003,,3,0.0,2023-01-01,2024-04-30,,1,Russia,2,"Russia, Russia",2,"Russia, Russia",0,0,4,1,,0,,0,0,0,0,0,148,375,20,0,0,0,0,7,4
9288992,Suzdal,Handysize,2003,,6,0.1,2023-01-01,2024-04-30,,1,Russia,1,Russia,2,"Russia, Russia",0,0,2,2,,0,,0,0,0,0,0,259,362,4,0,0,0,0,0,0
9289001,Rostovchanin,Handysize,2003,,6,0.0,2023-02-01,2024-03-31,,2,"Russia, Russia",2,"Russia, Russia",2,"Russia, Russia",0,0,2,1,ROSTOVCHANIN,1,,0,0,0,0,0,183,374,24,0,0,0,0,3,0
9289518,Phonix Way,Seawaymax,2005,,8,2.8,2023-03-01,2024-06-30,,2,"Panama, United Arab Emirates",4,"Greece, United Arab Emirates, Panama, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",1,0,38,2,PHONIX WAY,1,Cook islands,1,2,281,1,194,13,0,9,0,0,0,3,51,4
9289532,Lupus Two,Seawaymax,2005,,10,3.0999999999999996,2023-04-01,2024-05-31,,2,"Panama, United Arab Emirates",4,"Greece, Switzerland, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",0,0,46,7,LUPUS TWO,1,Cook islands,1,5,711,1,272,17,2,16,1,2,0,44,53,6
9289738,Sappho,Seawaymax,2005,,10,4.999999999999999,2023-01-01,2024-06-30,,2,"Ireland, Mauritius",2,"Ireland, Mauritius",6,"Italy, Singapore, Unknown, Turkey, India, India",1,1,58,15,SAPPHO,1,Gabon,1,2,35,0,0,59,0,43,5,0,0,20,52,0
9289752,Ariadne,Panamax,2005,,4,1.5,2023-03-01,2024-05-31,,2,"Marshall Islands, Seychelles",3,"Belgium, India, Seychelles",4,"Greece, India, India, Unknown",1,1,38,3,ARIADNE,1,Gabon,1,1,246,0,0,11,2,12,0,2,9,51,41,32
9289776,Maisan,Panamax,2005,,3,1.4,2023-02-01,2024-06-30,,3,"Marshall Islands, Marshall Islands, Mauritius",4,"Greece, India, Marshall Islands, Mauritius",5,"Greece, India, India, India, India",1,1,38,5,"Gagan, Galatia, MAISAN",3,"St.Kitts and Nevis, Panama",2,4,115,0,0,19,0,11,3,4,12,29,66,22
9290309,Thea,Aframax,2004,3.01,5,1.7999999999999998,2023-01-01,2024-04-30,,2,"Marshall Islands, China",2,"Greece, China",2,"Greece, Unknown",0,0,38,3,THEA,1,Panama,1,4,1166,1,1102,18,6,1,3,3,3,96,40,11
9290335,Jumbo,Suezmax,2004,5.17,5,0.8,2023-08-01,2024-05-31,,3,"Liberia, Marshall Islands, Seychelles",4,"Greece, India, Marshall Islands, Seychelles",4,"Greece, India, India, India",0,0,28,5,JUMBO,1,"St.Kitts and Nevis, Gabon",2,13,864,0,0,13,9,16,7,17,0,107,24,50
9290373,KONYA,Suezmax,2005,1.08,1,0.0,2024-06-01,2024-06-30,,3,"Malta, Marshall Islands, Turkey",2,"Turkey, Turkey",3,"Turkey, Turkey, Turkey",0,0,27,7,KONYA,1,"Marshall Islands, Liberia, Panama",3,18,1140,2,253,13,18,20,31,8,5,49,54,5
9290517,Horai,Seawaymax,2005,,7,1.9,2023-03-01,2024-05-31,,2,"Ireland, Marshall Islands",3,"Switzerland, India, Marshall Islands",4,"Italy, Unknown, India, India",2,0,24,1,HORAI,1,"St.Kitts and Nevis, Mongolia, Not Known, Gabon",4,0,0,0,0,19,0,0,4,0,0,8,33,24
9290828,Voula,Seawaymax,2005,,4,1.0,2023-06-01,2024-06-30,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",4,"Greece, Marshall Islands, Turkey, United Arab Emirates",5,"Greece, Greece, Unknown, Turkey, China",1,1,39,6,VOULA,1,Gabon,1,2,73,2,73,28,33,28,80,0,0,66,45,10
9290921,Beast,Seawaymax,2005,,8,2.0999999999999996,2023-03-01,2024-06-30,,3,"Liberia, Marshall Islands, Seychelles",3,"Greece, Monaco, Seychelles",3,"Greece, Greece, Moldova",0,0,13,5,"Proodos, BEAST",2,"Marshall Islands, Palau (Republic of)",2,0,0,0,0,12,0,12,0,1,0,0,6,30
9291250,Line,Aframax,2005,9.600000000000001,11,0.0,2023-01-01,2024-06-30,,2,"Liberia, Turkey",3,"Greece, Turkey, Turkey",3,"Greece, China, Turkey",0,0,29,3,"Beks Star, LINE",2,"Marshall Islands, Guinea-Bissau",2,1,65,0,0,32,4,3,3,7,4,113,96,3
9291640,Mando One,Seawaymax,2005,,8,3.6,2023-03-01,2024-06-30,,2,"Panama, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",1,1,41,9,MANDO ONE,1,Cook islands,1,3,99,1,28,14,2,10,6,0,3,84,54,15
9292034,Tower Bridge,Seawaymax,2004,,12,4.1,2023-04-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,49,6,,0,Gabon,1,8,132,0,0,35,5,0,3,0,1,72,229,0
9292046,Torgovy Bridge,Seawaymax,2005,,7,2.1,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",4,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates",0,0,41,5,,0,Gabon,1,5,522,1,15,18,2,36,0,0,1,23,169,4
9292058,Teatralny Bridge,Seawaymax,2006,,13,3.3,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,40,6,,0,Gabon,1,0,0,0,0,39,3,0,0,0,7,41,198,6
9292060,Tavrichesky Bridge,Seawaymax,2006,,9,2.4999999999999996,2023-02-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,38,4,,0,Gabon,1,2,57,0,0,36,0,10,0,0,0,37,93,2
9292199,Kayseri,Suezmax,2005,,1,0.6,2024-06-01,2024-06-30,,4,"Malta, Marshall Islands, Liberia, Turkey",2,"Turkey, Turkey",3,"Turkey, Turkey, Turkey",0,0,27,3,KAYSERI,1,"Marshall Islands, Liberia, Panama",3,13,987,3,38,12,24,14,34,4,5,74,80,4
9292503,Panther I,Aframax,2005,1.3599999999999999,2,0.0,2024-02-01,2024-03-31,,2,"Marshall Islands, Turkey",2,"Singapore, Turkey",3,"Singapore, Germany, Unknown",0,0,40,4,"Panther I, BULL",2,"Liberia, Antigua and Barbuda",2,2,40,0,0,18,0,23,0,6,0,89,113,20
9292577,Ricca,Seawaymax,2005,,4,1.2,2023-09-01,2024-04-30,,1,Liberia,1,Vietnam,2,"Greece, Unknown",0,0,44,6,RICCA,1,Panama,1,1,41,0,0,13,6,11,11,0,0,45,24,8
9292589,Team,Seawaymax,2005,,9,3.4999999999999996,2023-03-01,2024-05-31,,2,"Marshall Islands, Turkey",2,"Turkey, Turkey",2,"Singapore, Turkey",0,0,36,4,"Beks Arda, TEAM",2,Panama,1,1,12,0,0,13,0,12,0,4,3,14,58,6
9292620,Pavo Rock,Seawaymax,2005,,9,3.0,2023-04-01,2024-06-30,,2,"Panama, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,43,4,PAVO ROCK,1,Cook islands,1,2,34,0,0,16,4,27,5,1,0,21,63,0
9292838,Petronilla,Seawaymax,2005,,1,0.2,2024-02-01,2024-02-29,,3,"Saudi Arabia, Marshall Islands, Seychelles",3,"United Arab Emirates, Turkey, Seychelles",4,"United Arab Emirates, Unknown, Turkey, Azerbaijan",0,0,6,4,"Petronilla, LISTIGA",2,"Panama, Sierra leone",2,1,176,0,0,8,0,19,0,5,2,58,77,6
9292967,Aquilla Major,Seawaymax,2005,,3,1.0,2023-10-01,2024-03-31,,2,"Panama, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",3,"United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,40,3,AQUILLA MAJOR,1,Cook islands,1,3,144,0,0,10,5,10,4,1,0,40,51,39
9293002,Jaguar,Aframax,2005,2.0999999999999996,3,0.0,2023-04-01,2024-05-31,,3,"Marshall Islands, Marshall Islands, Mauritius",4,"Cyprus, India, Marshall Islands, Mauritius",5,"Malta, Unknown, India, Unknown, India",1,0,42,5,JAGUAR,1,"St.Kitts and Nevis, Not Known, Mongolia, Gabon",4,2,26,0,0,8,0,0,0,7,1,27,84,0
9293117,Sun,Suezmax,2005,2.49,4,0.5,2023-08-01,2024-06-30,,2,"China, Antigua & Barbuda",2,"Belgium, Antigua & Barbuda",1,Unknown,0,0,33,6,"Leopard I, SUN",2,"Liberia, Antigua and Barbuda",2,3,105,0,0,12,0,25,1,11,4,125,51,22
9293155,Junia,Aframax,2005,1.44,2,0.0,2024-01-01,2024-04-30,,2,"Marshall Islands, India",5,"Greece, Greece, Germany, Marshall Islands, India",3,"China, Germany, India",0,0,31,3,JUNIA,1,Panama,1,7,531,1,15,7,0,6,0,3,9,84,54,20
9293337,Saturn A,Seawaymax,2004,,5,1.2,2023-05-01,2023-09-30,,3,"Canary Islands, United Arab Emirates, Liberia",3,"Spain, United Arab Emirates, Liberia",4,"Spain, Unknown, Greece, Unknown",0,0,13,5,"Nukar, SATURN A",2,"Panama, Liberia",2,0,0,0,0,11,0,22,0,0,0,16,41,0
9293959,Fotuo,Seawaymax,2006,,3,0.8999999999999999,2024-02-01,2024-06-30,,3,"Marshall Islands, Liberia, Turkey",3,"Bermuda, Greece, Turkey",3,"Singapore, Greece, Turkey",1,1,27,4,"Olympic Champion, FOTUO",2,Liberia,1,0,0,0,0,11,0,10,0,5,9,23,38,4
9293997,Khalasi,Seawaymax,2006,,7,2.0,2023-10-01,2024-06-30,,2,"Malta, United Arab Emirates",3,"Greece, India, United Arab Emirates",3,"Greece, India, India",0,0,31,5,"Strea, KHALASI",2,"Liberia, Gabon",2,0,0,0,0,40,24,36,26,0,0,48,64,8
9294123,Chongchon,Seawaymax,2006,,12,3.9,2023-01-01,2024-06-30,,2,"Italy, Seychelles",3,"Monaco, India, Seychelles",3,"Monaco, India, India",0,0,35,9,"Leonidas I, CHONGCHON",2,"St.Kitts and Nevis, Not Known, Mongolia, Cook islands",4,2,52,0,0,54,13,39,22,0,0,83,65,13
9296406,Pagos,Suezmax,2006,3.3600000000000003,4,1.0,2023-09-01,2024-05-31,,3,"Greece, Marshall Islands, Seychelles",3,"Greece, India, Seychelles",7,"Greece, Unknown, India, India, Unknown, United Arab Emirates, India",0,0,18,4,PAGOS,1,"St.Kitts and Nevis, Gabon",2,12,669,2,37,19,1,8,0,28,26,40,54,10
9296597,Prometei,Seawaymax,2005,,2,0.5,2024-01-01,2024-02-29,,3,"Italy, Marshall Islands, Seychelles",2,"Greece, Seychelles",3,"Greece, Moldova, Azerbaijan",0,0,54,9,PROMETEI,1,Palau (Republic of),1,1,12,0,0,16,0,27,1,0,0,50,44,0
9296810,Missoni,Aframax,2005,2.09,3,0.6,2024-03-01,2024-06-30,,2,"Indonesia, China",2,"Singapore, China",2,"Singapore, China",0,0,34,4,SERENDI,1,Panama,1,3,43,0,0,27,0,9,0,5,0,41,25,8
9296822,Sagitta,Aframax,2005,4.8999999999999995,7,1.0,2023-01-01,2024-05-31,,2,"Japan, China",2,"Germany, China",2,"Germany, China",0,0,43,1,SAGITTA,1,Panama,1,3,37,0,0,31,1,0,3,6,0,73,72,2
9297199,Aslan Khadarcev,Handysize,2004,,8,0.0,2023-03-01,2024-03-31,,1,Russia,2,"Turkey, Russia",4,"Russia, Unknown, Russia, Russia",0,0,5,1,,0,,0,0,0,0,0,203,414,41,3,0,0,0,6,0
9297345,Ursus Maritimus,Aframax,2005,0.63,1,0.0,2024-06-01,2024-06-30,,2,"United Kingdom, United Arab Emirates",3,"United Kingdom, United Arab Emirates, United Arab Emirates",2,"Greece, Panama",0,0,32,2,URSUS MARITIMUS,1,Liberia,1,1,56,1,56,23,10,13,3,6,1,34,35,0
9297357,Hammurabi,Aframax,2006,1.46,2,2.2,2023-08-01,2024-03-31,,4,"Marshall Islands, Marshall Islands, Marshall Islands, Seychelles",6,"Indonesia, Indonesia, Marshall Islands, Marshall Islands, India, Seychelles",3,"Singapore, India, India",0,0,27,3,"Bluesea, Hammurabi, ARJUN",3,"St.Kitts and Nevis, Panama",2,0,0,0,0,29,16,6,4,6,1,70,71,8
9297371,Suleyman I,Aframax,2006,5.1,7,0.0,2023-05-01,2024-05-31,,4,"Marshall Islands, Marshall Islands, Marshall Islands, Mauritius",5,"Indonesia, Indonesia, Marshall Islands, Marshall Islands, Mauritius",4,"Singapore, India, India, India",0,0,28,1,"Parosea, SULEYMAN I",2,"St.Kitts and Nevis, Panama",2,2,36,0,0,18,5,1,0,8,0,90,80,6
9297888,CORDELIA MOON,Suezmax,2006,,1,0.9,2024-05-01,2024-05-31,,2,"Greece, Panama",2,"Greece, Panama",3,"Greece, Unknown, India",0,0,28,2,CORDELIA MOON,1,Panama,1,10,530,1,17,14,3,10,2,8,6,39,60,16
9298272,Valente,Panamax,2005,,1,0.3,2024-02-01,2024-02-29,,3,"Cyprus, Marshall Islands, Seychelles",3,"Germany, Moldova, Seychelles",3,"Germany, Moldova, Azerbaijan",0,0,26,2,VALENTE,1,"Marshall Islands, Palau (Republic of)",2,9,247,1,26,2,0,8,0,2,8,61,62,12
9298492,Toa Payoh,Seawaymax,2005,,1,0.1,2024-04-01,2024-04-30,,3,"Marshall Islands, Marshall Islands, United Arab Emirates",3,"Greece, United Arab Emirates, United Arab Emirates",5,"Greece, United Arab Emirates, United Arab Emirates, Unknown, United Arab Emirates",0,0,45,2,TOA PAYOH,1,Panama,1,8,1131,3,601,10,2,20,5,0,0,31,90,1
9299123,Sofia K,Panamax,2005,,4,1.6,2023-02-01,2023-12-31,,3,"Bermuda, Marshall Islands, India",5,"Sweden, India, Marshall Islands, India, India",4,"Singapore, India, India, United Arab Emirates",0,0,53,3,"Tango A, SOFIA K",2,"Liberia, St.Kitts and Nevis, Not Known, Panama",4,1,12,0,0,8,0,16,0,0,3,12,93,36
9299173,Veles,Handysize,2004,,2,0.0,2023-01-01,2023-05-31,,1,Russia,1,Russia,1,Russia,0,0,14,0,,0,,0,0,0,0,0,365,327,0,0,0,0,0,0,0
9299666,Mianzimu,Suezmax,2005,1.5,2,0.8,2024-02-01,2024-05-31,,3,"Norway, Liberia, Seychelles",3,"South Korea, Greece, Seychelles",3,"South Korea, India, India",0,0,32,4,MIANZIMU,1,Gabon,1,10,1630,0,0,10,0,3,0,5,1,77,81,0
9299678,Prisma,Suezmax,2005,1.08,1,0.0,2024-06-01,2024-06-30,,3,"Norway, Marshall Islands, Seychelles",3,"Greece, Greece, Seychelles",3,"Greece, Greece, Azerbaijan",0,0,36,6,PRISMA,1,Cook islands,1,9,766,2,33,12,20,8,15,0,1,102,86,17
9299692,Ns Concord,Aframax,2005,6.47,8,0.0,2023-01-01,2024-06-30,,1,United Arab Emirates,5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, Unknown, United Arab Emirates, United Arab Emirates",0,0,23,1,,0,Gabon,1,1,219,1,219,21,25,7,6,14,0,73,86,2
9299721,Cepheus,Aframax,2006,0.72,1,0.7,2024-03-01,2024-05-31,,2,"Liberia, China",2,"Greece, China",2,"Greece, China",0,0,25,4,CEPHEUS,1,Panama,1,2,29,0,0,11,1,2,0,10,3,90,116,4
9299733,Antaeus,Aframax,2006,3.5999999999999996,5,0.0,2023-06-01,2024-04-30,,3,"Marshall Islands, Marshall Islands, Seychelles",3,"Unknown, Marshall Islands, Seychelles",4,"Unknown, India, India, United Arab Emirates",0,0,30,3,ANTAEUS,1,Gabon,1,1,18,0,0,20,6,4,9,6,1,94,89,6
9299769,Aquatica,Aframax,2005,1.2,2,0.6,2024-01-01,2024-05-31,,2,"Liberia, Seychelles",2,"Greece, Seychelles",3,"Greece, Moldova, Azerbaijan",0,0,29,3,AQUATICA,1,"Palau (Republic of), Cook islands, Panama",3,3,56,1,16,6,10,1,3,2,1,91,84,9
9299862,Irbis,Seawaymax,2006,,8,2.3,2023-01-01,2023-11-30,,2,"Cyprus, Mauritius",3,"Denmark, India, Mauritius",3,"Cyprus, Unknown, India",0,0,35,5,"Irbis, TENDUA",2,"St.Kitts and Nevis, Gabon, Mongolia",3,1,69,1,69,23,68,15,0,0,0,8,28,40
9299874,Beks Rose,Seawaymax,2005,,2,0.6,2024-01-01,2024-02-29,,2,"United Arab Emirates, Turkey",3,"United Arab Emirates, Turkey, Turkey",5,"United Arab Emirates, Turkey, Turkey, Turkey, Turkey",0,0,34,4,"Beks Rose, VIPER",2,"Marshall Islands, Panama",2,5,1340,1,469,3,0,0,0,1,1,42,62,0
9299886,Wall,Seawaymax,2005,,4,1.1,2023-12-01,2024-06-30,,2,"United Arab Emirates, Turkey",3,"United Arab Emirates, Turkey, Turkey",6,"United Arab Emirates, Turkey, Unknown, Turkey, Turkey, Turkey",0,0,37,7,"Beks Robin, WALL",2,"Marshall Islands, Panama",2,1,34,0,0,7,0,18,0,0,0,60,36,0
9299898,Turbo Voyager,Aframax,2005,3.62,5,0.0,2023-05-01,2024-05-31,,2,"Indonesia, United Arab Emirates",2,"Indonesia, United Arab Emirates",3,"Unknown, United Arab Emirates, Unknown",0,0,22,1,TURBO VOYAGER,1,Cook islands,1,0,0,0,0,7,24,6,1,5,0,23,38,3
9299903,DEYNA,Aframax,2005,2.31,3,0.0,2024-04-01,2024-06-30,,2,"Indonesia, China",2,"Indonesia, China",2,"Indonesia, Unknown",0,0,21,1,DEYNA,1,Panama,1,0,0,0,0,4,30,4,0,7,0,19,22,0
9301380,Pavel Chernysh,Aframax,2005,14.489999999999998,18,0.0,2023-01-01,2024-06-30,,2,"Cyprus, United Arab Emirates",5,"Russia, USA, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,27,2,,0,Panama,1,1,19,0,0,54,102,0,0,1,0,30,131,2
9301392,Captain Kostichev,Aframax,2005,11.199999999999998,13,0.6,2023-02-01,2024-06-30,,2,"Cyprus, United Arab Emirates",4,"USA, United Arab Emirates, United Arab Emirates, United Arab Emirates",5,"United Arab Emirates, Russia, United Arab Emirates, United Arab Emirates, United Arab Emirates",0,0,19,4,,0,Panama,1,3,64,0,0,38,91,2,0,3,0,22,122,0
